GID_1,GID_0,COUNTRY,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,ISO_1,n_pixels,n_non_na_pixels,prop_non_na_pixels,ntl_mean,date
HND.5_1,HND,Honduras,Copán,,,Departamento,Department,,HN.CP,,16477,14527,0.881653213570431,0.418863773345947,2016-06-01
HND.6_1,HND,Honduras,Cortés,Cortez,,Departamento,Department,,HN.CR,,19877,19706,0.991397092116517,2.17566585540771,2016-06-01
HND.7_1,HND,Honduras,El Paraíso,Paraiso,,Departamento,Department,,HN.EP,,36402,35974,0.988242404263502,0.287024348974228,2016-06-01
HND.8_1,HND,Honduras,Francisco Morazán,Tegucigalpa,,Departamento,Department,,HN.FM,,42050,40907,0.97281807372176,0.868534803390503,2016-06-01
HND.9_1,HND,Honduras,Gracias a Dios,,,Departamento,Department,,HN.GD,HN-GD,80705,80475,0.997150114614956,0.0334447771310806,2016-06-01
HND.10_1,HND,Honduras,Intibucá,,,Departamento,Department,,HN.IN,,15662,14870,0.949431745626357,0.100111313164234,2016-06-01
HND.11_1,HND,Honduras,Islas de la Bahía,Islas de Bahia,,Departamento,Department,,HN.IB,,1508,1496,0.992042440318302,1.29267132282257,2016-06-01
HND.12_1,HND,Honduras,La Paz,,,Departamento,Department,,HN.LP,HN-LP,12221,11931,0.976270354308158,0.195141211152077,2016-06-01
HND.13_1,HND,Honduras,Lempira,Gracias,,Departamento,Department,,HN.LE,HN-LE,21092,20752,0.983880144130476,0.126478895545006,2016-06-01
HND.14_1,HND,Honduras,Ocotepeque,,,Departamento,Department,,HN.OC,HN-OC,8505,7423,0.872780717225162,0.335850447416306,2016-06-01
HND.15_1,HND,Honduras,Olancho,,,Departamento,Department,,HN.OL,HN-OL,118385,118055,0.997212484689783,0.163677170872688,2016-06-01
HND.16_1,HND,Honduras,Santa Bárbara,,,Departamento,Department,,HN.CP,,25148,24794,0.985923333863528,0.237395867705345,2016-06-01
HND.17_1,HND,Honduras,Valle,,,Departamento,Department,,HN.VA,HN-VA,8351,8036,0.962279966471081,0.226177886128426,2016-06-01
HND.18_1,HND,Honduras,Yoro,,,Departamento,Department,,HN.YO,HN-YO,38701,37468,0.968140358130281,0.271238297224045,2016-06-01
HND.1_1,HND,Honduras,Atlántida,,,Departamento,Department,,HN.AT,,22263,22262,0.999955082423752,0.406118154525757,2016-07-01
HND.2_1,HND,Honduras,Choluteca,,,Departamento,Department,,HN.CH,HN-CH,21825,21730,0.995647193585338,0.24711075425148,2016-07-01
HND.3_1,HND,Honduras,Colón,,,Departamento,Department,,HN.CL,,41669,41663,0.999856008063549,0.0991463512182236,2016-07-01
HND.4_1,HND,Honduras,Comayagua,,,Departamento,Department,,HN.CM,HN-CM,24444,24443,0.999959090165276,0.383561789989471,2016-07-01
HND.5_1,HND,Honduras,Copán,,,Departamento,Department,,HN.CP,,16477,16011,0.971718152576319,0.438358396291733,2016-07-01
HND.6_1,HND,Honduras,Cortés,Cortez,,Departamento,Department,,HN.CR,,19877,19710,0.991598329727826,1.97362506389618,2016-07-01
HND.7_1,HND,Honduras,El Paraíso,Paraiso,,Departamento,Department,,HN.EP,,36402,36402,1,0.138784319162369,2016-07-01
HND.8_1,HND,Honduras,Francisco Morazán,Tegucigalpa,,Departamento,Department,,HN.FM,,42050,42049,0.999976218787158,0.637935340404511,2016-07-01
HND.9_1,HND,Honduras,Gracias a Dios,,,Departamento,Department,,HN.GD,HN-GD,80705,80518,0.997682919273899,0.0247876960784197,2016-07-01
HND.10_1,HND,Honduras,Intibucá,,,Departamento,Department,,HN.IN,,15662,15627,0.997765291789043,0.142591997981071,2016-07-01
HND.11_1,HND,Honduras,Islas de la Bahía,Islas de Bahia,,Departamento,Department,,HN.IB,,1508,1492,0.989389920424403,1.3417421579361,2016-07-01
HND.12_1,HND,Honduras,La Paz,,,Departamento,Department,,HN.LP,HN-LP,12221,12221,1,0.170062556862831,2016-07-01
HND.13_1,HND,Honduras,Lempira,Gracias,,Departamento,Department,,HN.LE,HN-LE,21092,20972,0.994310639104874,0.152935862541199,2016-07-01
HND.14_1,HND,Honduras,Ocotepeque,,,Departamento,Department,,HN.OC,HN-OC,8505,8477,0.996707818930041,0.383909285068512,2016-07-01
HND.15_1,HND,Honduras,Olancho,,,Departamento,Department,,HN.OL,HN-OL,118385,118382,0.999974658951725,0.111628651618958,2016-07-01
HND.16_1,HND,Honduras,Santa Bárbara,,,Departamento,Department,,HN.CP,,25148,24802,0.986241450612375,0.28161883354187,2016-07-01
HND.17_1,HND,Honduras,Valle,,,Departamento,Department,,HN.VA,HN-VA,8351,8333,0.997844569512633,0.213065609335899,2016-07-01
HND.18_1,HND,Honduras,Yoro,,,Departamento,Department,,HN.YO,HN-YO,38701,38694,0.999819126120772,0.257337868213654,2016-07-01
HND.1_1,HND,Honduras,Atlántida,,,Departamento,Department,,HN.AT,,22263,22263,1,0.438131093978882,2016-08-01
HND.2_1,HND,Honduras,Choluteca,,,Departamento,Department,,HN.CH,HN-CH,21825,21712,0.994822451317297,0.203628122806549,2016-08-01
HND.3_1,HND,Honduras,Colón,,,Departamento,Department,,HN.CL,,41669,41661,0.999808010751398,0.10612890124321,2016-08-01
HND.4_1,HND,Honduras,Comayagua,,,Departamento,Department,,HN.CM,HN-CM,24444,24363,0.996686303387334,0.462418168783188,2016-08-01
HND.5_1,HND,Honduras,Copán,,,Departamento,Department,,HN.CP,,16477,16405,0.995630272501062,0.366012901067734,2016-08-01
HND.6_1,HND,Honduras,Cortés,Cortez,,Departamento,Department,,HN.CR,,19877,19754,0.993811943452231,1.83504903316498,2016-08-01
HND.7_1,HND,Honduras,El Paraíso,Paraiso,,Departamento,Department,,HN.EP,,36402,36340,0.998296796879292,0.141054406762123,2016-08-01
HND.8_1,HND,Honduras,Francisco Morazán,Tegucigalpa,,Departamento,Department,,HN.FM,,42050,41953,0.99769322235434,0.659828841686249,2016-08-01
HND.9_1,HND,Honduras,Gracias a Dios,,,Departamento,Department,,HN.GD,HN-GD,80705,80503,0.99749705718357,0.0201270878314972,2016-08-01
HND.10_1,HND,Honduras,Intibucá,,,Departamento,Department,,HN.IN,,15662,15652,0.999361511939727,0.168043673038483,2016-08-01
HND.11_1,HND,Honduras,Islas de la Bahía,Islas de Bahia,,Departamento,Department,,HN.IB,,1508,1493,0.990053050397878,1.41266357898712,2016-08-01
HND.12_1,HND,Honduras,La Paz,,,Departamento,Department,,HN.LP,HN-LP,12221,12175,0.996235987235087,0.187807142734528,2016-08-01
HND.13_1,HND,Honduras,Lempira,Gracias,,Departamento,Department,,HN.LE,HN-LE,21092,21024,0.996776028826095,0.0879227817058563,2016-08-01
HND.14_1,HND,Honduras,Ocotepeque,,,Departamento,Department,,HN.OC,HN-OC,8505,8250,0.970017636684303,0.347364723682404,2016-08-01
HND.15_1,HND,Honduras,Olancho,,,Departamento,Department,,HN.OL,HN-OL,118385,118384,0.999991552983908,0.0801646113395691,2016-08-01
HND.16_1,HND,Honduras,Santa Bárbara,,,Departamento,Department,,HN.CP,,25148,25034,0.995466836328933,0.300391435623169,2016-08-01
HND.17_1,HND,Honduras,Valle,,,Departamento,Department,,HN.VA,HN-VA,8351,8287,0.992336247156029,0.254616111516953,2016-08-01
HND.18_1,HND,Honduras,Yoro,,,Departamento,Department,,HN.YO,HN-YO,38701,38691,0.99974160874396,0.205447107553482,2016-08-01
HND.1_1,HND,Honduras,Atlántida,,,Departamento,Department,,HN.AT,,22263,22260,0.999865247271257,0.544959902763367,2016-09-01
HND.2_1,HND,Honduras,Choluteca,,,Departamento,Department,,HN.CH,HN-CH,21825,21467,0.983596792668958,0.289412587881088,2016-09-01
HND.3_1,HND,Honduras,Colón,,,Departamento,Department,,HN.CL,,41669,41665,0.999904005375699,0.104498393833637,2016-09-01
HND.4_1,HND,Honduras,Comayagua,,,Departamento,Department,,HN.CM,HN-CM,24444,24357,0.996440844378989,0.446028172969818,2016-09-01
HND.5_1,HND,Honduras,Copán,,,Departamento,Department,,HN.CP,,16477,16197,0.983006615281908,0.378477215766907,2016-09-01
HND.6_1,HND,Honduras,Cortés,Cortez,,Departamento,Department,,HN.CR,,19877,19246,0.968254766815918,1.63319647312164,2016-09-01
HND.7_1,HND,Honduras,El Paraíso,Paraiso,,Departamento,Department,,HN.EP,,36402,36341,0.998324267897368,0.11422274261713,2016-09-01
HND.8_1,HND,Honduras,Francisco Morazán,Tegucigalpa,,Departamento,Department,,HN.FM,,42050,42050,1,0.80048543214798,2016-09-01
HND.9_1,HND,Honduras,Gracias a Dios,,,Departamento,Department,,HN.GD,HN-GD,80705,80521,0.997720091691965,0.00819481443613768,2016-09-01
HND.10_1,HND,Honduras,Intibucá,,,Departamento,Department,,HN.IN,,15662,14863,0.948984803984166,0.0747248828411102,2016-09-01
HND.11_1,HND,Honduras,Islas de la Bahía,Islas de Bahia,,Departamento,Department,,HN.IB,,1508,1496,0.992042440318302,1.38000726699829,2016-09-01
HND.12_1,HND,Honduras,La Paz,,,Departamento,Department,,HN.LP,HN-LP,12221,11720,0.959004991408232,0.162738218903542,2016-09-01
HND.13_1,HND,Honduras,Lempira,Gracias,,Departamento,Department,,HN.LE,HN-LE,21092,20924,0.992034894746823,0.0836790651082993,2016-09-01
HND.14_1,HND,Honduras,Ocotepeque,,,Departamento,Department,,HN.OC,HN-OC,8505,8466,0.995414462081129,0.320347547531128,2016-09-01
HND.15_1,HND,Honduras,Olancho,,,Departamento,Department,,HN.OL,HN-OL,118385,118383,0.999983105967817,0.0382616072893143,2016-09-01
HND.16_1,HND,Honduras,Santa Bárbara,,,Departamento,Department,,HN.CP,,25148,24718,0.982901224749483,0.209343835711479,2016-09-01
HND.17_1,HND,Honduras,Valle,,,Departamento,Department,,HN.VA,HN-VA,8351,8051,0.964076158543887,0.25305387377739,2016-09-01
HND.18_1,HND,Honduras,Yoro,,,Departamento,Department,,HN.YO,HN-YO,38701,38681,0.99948321748792,0.220176205039024,2016-09-01
HND.1_1,HND,Honduras,Atlántida,,,Departamento,Department,,HN.AT,,22263,22262,0.999955082423752,0.478345364332199,2016-10-01
HND.2_1,HND,Honduras,Choluteca,,,Departamento,Department,,HN.CH,HN-CH,21825,21752,0.996655211912944,0.411046624183655,2016-10-01
HND.3_1,HND,Honduras,Colón,,,Departamento,Department,,HN.CL,,41669,41665,0.999904005375699,0.117177546024323,2016-10-01
HND.4_1,HND,Honduras,Comayagua,,,Departamento,Department,,HN.CM,HN-CM,24444,24442,0.999918180330551,0.408350616693497,2016-10-01
HND.5_1,HND,Honduras,Copán,,,Departamento,Department,,HN.CP,,16477,16477,1,0.391616493463516,2016-10-01
HND.6_1,HND,Honduras,Cortés,Cortez,,Departamento,Department,,HN.CR,,19877,19873,0.99979876238869,1.90018129348755,2016-10-01
HND.7_1,HND,Honduras,El Paraíso,Paraiso,,Departamento,Department,,HN.EP,,36402,36402,1,0.147159665822983,2016-10-01
HND.8_1,HND,Honduras,Francisco Morazán,Tegucigalpa,,Departamento,Department,,HN.FM,,42050,42049,0.999976218787158,0.730705797672272,2016-10-01
HND.9_1,HND,Honduras,Gracias a Dios,,,Departamento,Department,,HN.GD,HN-GD,80705,80543,0.997992689424447,0.00196910253725946,2016-10-01
HND.10_1,HND,Honduras,Intibucá,,,Departamento,Department,,HN.IN,,15662,15662,1,0.174598067998886,2016-10-01
HND.11_1,HND,Honduras,Islas de la Bahía,Islas de Bahia,,Departamento,Department,,HN.IB,,1508,1499,0.994031830238727,1.31116247177124,2016-10-01
HND.12_1,HND,Honduras,La Paz,,,Departamento,Department,,HN.LP,HN-LP,12221,12209,0.999018083626544,0.215354785323143,2016-10-01
HND.13_1,HND,Honduras,Lempira,Gracias,,Departamento,Department,,HN.LE,HN-LE,21092,21092,1,0.156923428177834,2016-10-01
HND.14_1,HND,Honduras,Ocotepeque,,,Departamento,Department,,HN.OC,HN-OC,8505,8505,1,0.397201865911484,2016-10-01
HND.15_1,HND,Honduras,Olancho,,,Departamento,Department,,HN.OL,HN-OL,118385,118385,1,0.0735936984419823,2016-10-01
HND.16_1,HND,Honduras,Santa Bárbara,,,Departamento,Department,,HN.CP,,25148,25148,1,0.303484350442886,2016-10-01
HND.17_1,HND,Honduras,Valle,,,Departamento,Department,,HN.VA,HN-VA,8351,8347,0.999521015447252,0.385374426841736,2016-10-01
HND.18_1,HND,Honduras,Yoro,,,Departamento,Department,,HN.YO,HN-YO,38701,38701,1,0.273046016693115,2016-10-01
HND.1_1,HND,Honduras,Atlántida,,,Departamento,Department,,HN.AT,,22263,22263,1,0.467940241098404,2016-11-01
HND.2_1,HND,Honduras,Choluteca,,,Departamento,Department,,HN.CH,HN-CH,21825,21768,0.997388316151203,0.231041938066483,2016-11-01
HND.3_1,HND,Honduras,Colón,,,Departamento,Department,,HN.CL,,41669,41661,0.999808010751398,0.171520292758942,2016-11-01
HND.4_1,HND,Honduras,Comayagua,,,Departamento,Department,,HN.CM,HN-CM,24444,24436,0.999672721322206,0.344442903995514,2016-11-01
HND.5_1,HND,Honduras,Copán,,,Departamento,Department,,HN.CP,,16477,16477,1,0.535925924777985,2016-11-01
HND.6_1,HND,Honduras,Cortés,Cortez,,Departamento,Department,,HN.CR,,19877,19813,0.996780198219047,2.05169439315796,2016-11-01
HND.7_1,HND,Honduras,El Paraíso,Paraiso,,Departamento,Department,,HN.EP,,36402,36402,1,0.109258159995079,2016-11-01
HND.8_1,HND,Honduras,Francisco Morazán,Tegucigalpa,,Departamento,Department,,HN.FM,,42050,42050,1,0.687876701354981,2016-11-01
HND.9_1,HND,Honduras,Gracias a Dios,,,Departamento,Department,,HN.GD,HN-GD,80705,80537,0.997918344588316,0.0156169021502137,2016-11-01
HND.10_1,HND,Honduras,Intibucá,,,Departamento,Department,,HN.IN,,15662,15662,1,0.170111507177353,2016-11-01
HND.11_1,HND,Honduras,Islas de la Bahía,Islas de Bahia,,Departamento,Department,,HN.IB,,1508,1499,0.994031830238727,1.10620498657227,2016-11-01
HND.12_1,HND,Honduras,La Paz,,,Departamento,Department,,HN.LP,HN-LP,12221,12215,0.999509041813272,0.152098625898361,2016-11-01
HND.13_1,HND,Honduras,Lempira,Gracias,,Departamento,Department,,HN.LE,HN-LE,21092,21092,1,0.224716365337372,2016-11-01
HND.14_1,HND,Honduras,Ocotepeque,,,Departamento,Department,,HN.OC,HN-OC,8505,8505,1,0.623992919921875,2016-11-01
HND.15_1,HND,Honduras,Olancho,,,Departamento,Department,,HN.OL,HN-OL,118385,118385,1,0.105279512703419,2016-11-01
HND.16_1,HND,Honduras,Santa Bárbara,,,Departamento,Department,,HN.CP,,25148,25141,0.999721647844759,0.456790506839752,2016-11-01
HND.17_1,HND,Honduras,Valle,,,Departamento,Department,,HN.VA,HN-VA,8351,8343,0.999042030894504,0.204244151711464,2016-11-01
HND.18_1,HND,Honduras,Yoro,,,Departamento,Department,,HN.YO,HN-YO,38701,38689,0.999689930492752,0.305441826581955,2016-11-01
HND.1_1,HND,Honduras,Atlántida,,,Departamento,Department,,HN.AT,,22263,22263,1,0.378944009542465,2016-12-01
HND.2_1,HND,Honduras,Choluteca,,,Departamento,Department,,HN.CH,HN-CH,21825,21778,0.997846506300115,0.230725780129433,2016-12-01
HND.3_1,HND,Honduras,Colón,,,Departamento,Department,,HN.CL,,41669,41662,0.999832009407473,0.0890124067664146,2016-12-01
HND.4_1,HND,Honduras,Comayagua,,,Departamento,Department,,HN.CM,HN-CM,24444,24444,1,0.28749006986618,2016-12-01
HND.5_1,HND,Honduras,Copán,,,Departamento,Department,,HN.CP,,16477,16477,1,0.296738624572754,2016-12-01
HND.6_1,HND,Honduras,Cortés,Cortez,,Departamento,Department,,HN.CR,,19877,19872,0.999748452985863,1.64035439491272,2016-12-01
HND.7_1,HND,Honduras,El Paraíso,Paraiso,,Departamento,Department,,HN.EP,,36402,36382,0.999450579638481,0.110719099640846,2016-12-01
HND.8_1,HND,Honduras,Francisco Morazán,Tegucigalpa,,Departamento,Department,,HN.FM,,42050,42050,1,0.642586410045624,2016-12-01
HND.9_1,HND,Honduras,Gracias a Dios,,,Departamento,Department,,HN.GD,HN-GD,80705,80541,0.997967907812403,0.00674056028947234,2016-12-01
HND.10_1,HND,Honduras,Intibucá,,,Departamento,Department,,HN.IN,,15662,15658,0.999744604775891,0.073672465980053,2016-12-01
HND.11_1,HND,Honduras,Islas de la Bahía,Islas de Bahia,,Departamento,Department,,HN.IB,,1508,1501,0.995358090185676,1.14721429347992,2016-12-01
HND.12_1,HND,Honduras,La Paz,,,Departamento,Department,,HN.LP,HN-LP,12221,12221,1,0.128794506192207,2016-12-01
HND.13_1,HND,Honduras,Lempira,Gracias,,Departamento,Department,,HN.LE,HN-LE,21092,21092,1,0.0799432024359703,2016-12-01
HND.14_1,HND,Honduras,Ocotepeque,,,Departamento,Department,,HN.OC,HN-OC,8505,8473,0.996237507348619,0.224041745066643,2016-12-01
HND.15_1,HND,Honduras,Olancho,,,Departamento,Department,,HN.OL,HN-OL,118385,118373,0.999898635806901,0.0403717793524265,2016-12-01
HND.16_1,HND,Honduras,Santa Bárbara,,,Departamento,Department,,HN.CP,,25148,25148,1,0.194819867610931,2016-12-01
HND.17_1,HND,Honduras,Valle,,,Departamento,Department,,HN.VA,HN-VA,8351,8350,0.999880253861813,0.250689893960953,2016-12-01
HND.18_1,HND,Honduras,Yoro,,,Departamento,Department,,HN.YO,HN-YO,38701,38701,1,0.180255383253098,2016-12-01
HND.1_1,HND,Honduras,Atlántida,,,Departamento,Department,,HN.AT,,22263,22263,1,0.426128745079041,2017-01-01
HND.2_1,HND,Honduras,Choluteca,,,Departamento,Department,,HN.CH,HN-CH,21825,21787,0.998258877434135,0.331827759742737,2017-01-01
HND.3_1,HND,Honduras,Colón,,,Departamento,Department,,HN.CL,,41669,41665,0.999904005375699,0.101494140923023,2017-01-01
HND.4_1,HND,Honduras,Comayagua,,,Departamento,Department,,HN.CM,HN-CM,24444,24444,1,0.346199542284012,2017-01-01
HND.5_1,HND,Honduras,Copán,,,Departamento,Department,,HN.CP,,16477,16477,1,0.357551157474518,2017-01-01
HND.6_1,HND,Honduras,Cortés,Cortez,,Departamento,Department,,HN.CR,,19877,19873,0.99979876238869,1.86047494411469,2017-01-01
HND.7_1,HND,Honduras,El Paraíso,Paraiso,,Departamento,Department,,HN.EP,,36402,36402,1,0.118014454841614,2017-01-01
HND.8_1,HND,Honduras,Francisco Morazán,Tegucigalpa,,Departamento,Department,,HN.FM,,42050,42050,1,0.658301591873169,2017-01-01
HND.9_1,HND,Honduras,Gracias a Dios,,,Departamento,Department,,HN.GD,HN-GD,80705,80553,0.998116597484666,0.00917082279920578,2017-01-01
HND.10_1,HND,Honduras,Intibucá,,,Departamento,Department,,HN.IN,,15662,15662,1,0.115190371870995,2017-01-01
HND.11_1,HND,Honduras,Islas de la Bahía,Islas de Bahia,,Departamento,Department,,HN.IB,,1508,1501,0.995358090185676,1.21139717102051,2017-01-01
HND.12_1,HND,Honduras,La Paz,,,Departamento,Department,,HN.LP,HN-LP,12221,12221,1,0.219280764460564,2017-01-01
HND.13_1,HND,Honduras,Lempira,Gracias,,Departamento,Department,,HN.LE,HN-LE,21092,21092,1,0.137425377964973,2017-01-01
HND.14_1,HND,Honduras,Ocotepeque,,,Departamento,Department,,HN.OC,HN-OC,8505,8505,1,0.361255556344986,2017-01-01
HND.15_1,HND,Honduras,Olancho,,,Departamento,Department,,HN.OL,HN-OL,118385,118385,1,0.060837060213089,2017-01-01
HND.16_1,HND,Honduras,Santa Bárbara,,,Departamento,Department,,HN.CP,,25148,25148,1,0.245011612772942,2017-01-01
HND.17_1,HND,Honduras,Valle,,,Departamento,Department,,HN.VA,HN-VA,8351,8351,1,0.367710500955582,2017-01-01
HND.18_1,HND,Honduras,Yoro,,,Departamento,Department,,HN.YO,HN-YO,38701,38701,1,0.235916718840599,2017-01-01
HND.1_1,HND,Honduras,Atlántida,,,Departamento,Department,,HN.AT,,22263,22263,1,0.42433574795723,2017-02-01
HND.2_1,HND,Honduras,Choluteca,,,Departamento,Department,,HN.CH,HN-CH,21825,21770,0.997479954180985,0.322021812200546,2017-02-01
HND.3_1,HND,Honduras,Colón,,,Departamento,Department,,HN.CL,,41669,41665,0.999904005375699,0.0951887890696526,2017-02-01
HND.4_1,HND,Honduras,Comayagua,,,Departamento,Department,,HN.CM,HN-CM,24444,24444,1,0.348063081502914,2017-02-01
HND.5_1,HND,Honduras,Copán,,,Departamento,Department,,HN.CP,,16477,16477,1,0.31878873705864,2017-02-01
HND.6_1,HND,Honduras,Cortés,Cortez,,Departamento,Department,,HN.CR,,19877,19873,0.99979876238869,1.89834523200989,2017-02-01
HND.7_1,HND,Honduras,El Paraíso,Paraiso,,Departamento,Department,,HN.EP,,36402,36402,1,0.1044642329216,2017-02-01
HND.8_1,HND,Honduras,Francisco Morazán,Tegucigalpa,,Departamento,Department,,HN.FM,,42050,42050,1,0.610791146755219,2017-02-01
HND.9_1,HND,Honduras,Gracias a Dios,,,Departamento,Department,,HN.GD,HN-GD,80705,80540,0.997955517006381,0.0070465998724103,2017-02-01
HND.10_1,HND,Honduras,Intibucá,,,Departamento,Department,,HN.IN,,15662,15662,1,0.0946289971470833,2017-02-01
HND.11_1,HND,Honduras,Islas de la Bahía,Islas de Bahia,,Departamento,Department,,HN.IB,,1508,1500,0.994694960212202,0.865605056285858,2017-02-01
HND.12_1,HND,Honduras,La Paz,,,Departamento,Department,,HN.LP,HN-LP,12221,12221,1,0.153863400220871,2017-02-01
HND.13_1,HND,Honduras,Lempira,Gracias,,Departamento,Department,,HN.LE,HN-LE,21092,21092,1,0.109656132757664,2017-02-01
HND.14_1,HND,Honduras,Ocotepeque,,,Departamento,Department,,HN.OC,HN-OC,8505,8505,1,0.337754160165787,2017-02-01
HND.15_1,HND,Honduras,Olancho,,,Departamento,Department,,HN.OL,HN-OL,118385,118385,1,0.0299235917627811,2017-02-01
HND.16_1,HND,Honduras,Santa Bárbara,,,Departamento,Department,,HN.CP,,25148,25148,1,0.21684318780899,2017-02-01
HND.17_1,HND,Honduras,Valle,,,Departamento,Department,,HN.VA,HN-VA,8351,8349,0.999760507723626,0.314175665378571,2017-02-01
HND.18_1,HND,Honduras,Yoro,,,Departamento,Department,,HN.YO,HN-YO,38701,38701,1,0.203838676214218,2017-02-01
HND.1_1,HND,Honduras,Atlántida,,,Departamento,Department,,HN.AT,,22263,22263,1,0.462209105491638,2017-03-01
HND.2_1,HND,Honduras,Choluteca,,,Departamento,Department,,HN.CH,HN-CH,21825,21787,0.998258877434135,0.32618835568428,2017-03-01
HND.3_1,HND,Honduras,Colón,,,Departamento,Department,,HN.CL,,41669,41665,0.999904005375699,0.133085563778877,2017-03-01
HND.4_1,HND,Honduras,Comayagua,,,Departamento,Department,,HN.CM,HN-CM,24444,24444,1,0.443412750959396,2017-03-01
HND.5_1,HND,Honduras,Copán,,,Departamento,Department,,HN.CP,,16477,16477,1,0.404872715473175,2017-03-01
HND.6_1,HND,Honduras,Cortés,Cortez,,Departamento,Department,,HN.CR,,19877,19870,0.999647834180208,1.9690455198288,2017-03-01
HND.7_1,HND,Honduras,El Paraíso,Paraiso,,Departamento,Department,,HN.EP,,36402,36402,1,0.311788290739059,2017-03-01
HND.8_1,HND,Honduras,Francisco Morazán,Tegucigalpa,,Departamento,Department,,HN.FM,,42050,42050,1,0.787713944911957,2017-03-01
HND.9_1,HND,Honduras,Gracias a Dios,,,Departamento,Department,,HN.GD,HN-GD,80705,80549,0.998067034260579,0.01244574226439,2017-03-01
HND.10_1,HND,Honduras,Intibucá,,,Departamento,Department,,HN.IN,,15662,15662,1,0.180226609110832,2017-03-01
HND.11_1,HND,Honduras,Islas de la Bahía,Islas de Bahia,,Departamento,Department,,HN.IB,,1508,1500,0.994694960212202,1.13635587692261,2017-03-01
HND.12_1,HND,Honduras,La Paz,,,Departamento,Department,,HN.LP,HN-LP,12221,12205,0.998690778168726,0.230592772364616,2017-03-01
HND.13_1,HND,Honduras,Lempira,Gracias,,Departamento,Department,,HN.LE,HN-LE,21092,21092,1,0.154799193143845,2017-03-01
HND.14_1,HND,Honduras,Ocotepeque,,,Departamento,Department,,HN.OC,HN-OC,8505,8505,1,0.414089798927307,2017-03-01
HND.15_1,HND,Honduras,Olancho,,,Departamento,Department,,HN.OL,HN-OL,118385,118377,0.999932423871267,0.0975506454706192,2017-03-01
HND.16_1,HND,Honduras,Santa Bárbara,,,Departamento,Department,,HN.CP,,25148,25148,1,0.27259361743927,2017-03-01
HND.17_1,HND,Honduras,Valle,,,Departamento,Department,,HN.VA,HN-VA,8351,8351,1,0.311677664518356,2017-03-01
HND.18_1,HND,Honduras,Yoro,,,Departamento,Department,,HN.YO,HN-YO,38701,38701,1,0.248270854353905,2017-03-01
HND.1_1,HND,Honduras,Atlántida,,,Departamento,Department,,HN.AT,,22263,22263,1,0.4258733689785,2017-04-01
HND.2_1,HND,Honduras,Choluteca,,,Departamento,Department,,HN.CH,HN-CH,21825,21773,0.997617411225659,0.365320354700089,2017-04-01
HND.3_1,HND,Honduras,Colón,,,Departamento,Department,,HN.CL,,41669,41665,0.999904005375699,0.144443958997726,2017-04-01
HND.4_1,HND,Honduras,Comayagua,,,Departamento,Department,,HN.CM,HN-CM,24444,24444,1,0.521886348724365,2017-04-01
HND.5_1,HND,Honduras,Copán,,,Departamento,Department,,HN.CP,,16477,16477,1,0.400824040174484,2017-04-01
HND.6_1,HND,Honduras,Cortés,Cortez,,Departamento,Department,,HN.CR,,19877,19873,0.99979876238869,2.06029629707336,2017-04-01
HND.7_1,HND,Honduras,El Paraíso,Paraiso,,Departamento,Department,,HN.EP,,36402,36402,1,0.178491309285164,2017-04-01
HND.8_1,HND,Honduras,Francisco Morazán,Tegucigalpa,,Departamento,Department,,HN.FM,,42050,42050,1,0.88847017288208,2017-04-01
HND.9_1,HND,Honduras,Gracias a Dios,,,Departamento,Department,,HN.GD,HN-GD,80705,80538,0.997930735394337,0.0850733816623688,2017-04-01
HND.10_1,HND,Honduras,Intibucá,,,Departamento,Department,,HN.IN,,15662,15662,1,0.16773846745491,2017-04-01
HND.11_1,HND,Honduras,Islas de la Bahía,Islas de Bahia,,Departamento,Department,,HN.IB,,1508,1500,0.994694960212202,1.14948487281799,2017-04-01
HND.12_1,HND,Honduras,La Paz,,,Departamento,Department,,HN.LP,HN-LP,12221,12221,1,0.263855427503586,2017-04-01
HND.13_1,HND,Honduras,Lempira,Gracias,,Departamento,Department,,HN.LE,HN-LE,21092,21092,1,0.185562118887901,2017-04-01
HND.14_1,HND,Honduras,Ocotepeque,,,Departamento,Department,,HN.OC,HN-OC,8505,8505,1,0.435404181480408,2017-04-01
HND.15_1,HND,Honduras,Olancho,,,Departamento,Department,,HN.OL,HN-OL,118385,118384,0.999991552983908,0.138716831803322,2017-04-01
HND.16_1,HND,Honduras,Santa Bárbara,,,Departamento,Department,,HN.CP,,25148,25148,1,0.322210669517517,2017-04-01
HND.17_1,HND,Honduras,Valle,,,Departamento,Department,,HN.VA,HN-VA,8351,8350,0.999880253861813,0.403674006462097,2017-04-01
HND.18_1,HND,Honduras,Yoro,,,Departamento,Department,,HN.YO,HN-YO,38701,38701,1,0.256263881921768,2017-04-01
HND.1_1,HND,Honduras,Atlántida,,,Departamento,Department,,HN.AT,,22263,22263,1,0.457308411598206,2017-05-01
HND.2_1,HND,Honduras,Choluteca,,,Departamento,Department,,HN.CH,HN-CH,21825,21733,0.995784650630011,0.513593137264252,2017-05-01
HND.3_1,HND,Honduras,Colón,,,Departamento,Department,,HN.CL,,41669,41664,0.999880006719624,0.137369722127914,2017-05-01
