GID_1,GID_0,COUNTRY,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,ISO_1,n_pixels,n_non_na_pixels,prop_non_na_pixels,ntl_mean,date
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.12318579852581,2017-09-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10467,0.997522157628895,0.214209318161011,2017-09-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.0704876706004143,2017-09-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11920,0.993830248457562,0.131732165813446,2017-09-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22063,0.997423146473779,0.0430287308990955,2017-09-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17600,0.989597975822322,0.389299899339676,2017-10-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26346,0.999962045014613,0.142218127846718,2017-10-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10405,0.991613456590108,0.278879374265671,2017-10-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.133812353014946,2017-10-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11752,0.979823244955811,0.0961951836943626,2017-10-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,21934,0.991591320072333,0.0232676416635513,2017-10-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17773,0.999325274107394,0.30230113863945,2017-11-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.206289246678352,2017-11-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10483,0.999046983703421,0.192597851157188,2017-11-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.0737284719944,2017-11-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11952,0.996498249124562,0.114728152751923,2017-11-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22096,0.998915009041591,0.0444773025810719,2017-11-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17778,0.99960640989598,0.302653580904007,2017-12-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.149158373475075,2017-12-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10480,0.998761078814448,0.224794432520866,2017-12-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.0791353508830071,2017-12-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11953,0.996581624145406,0.102860815823078,2017-12-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22099,0.999050632911392,0.0610514618456364,2017-12-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17768,0.999044138318808,0.292308807373047,2018-01-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26346,0.999962045014613,0.164958536624908,2018-01-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10482,0.998951682073763,0.204328000545502,2018-01-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.0790248960256577,2018-01-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11931,0.994747373686843,0.0953995585441589,2018-01-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22070,0.997739602169982,0.0314127802848816,2018-01-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17778,0.99960640989598,0.27459990978241,2018-02-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26335,0.999544540175352,0.132266104221344,2018-02-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10484,0.999142285333079,0.211376205086708,2018-02-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.0669219940900803,2018-02-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11947,0.996081374020343,0.118281789124012,2018-02-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22072,0.997830018083183,0.0596820525825024,2018-02-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17771,0.999212819791959,0.338471412658691,2018-03-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.161617621779442,2018-03-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10479,0.99866577718479,0.276977628469467,2018-03-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.0881084501743317,2018-03-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11955,0.996748374187094,0.152581080794334,2018-03-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22091,0.99868896925859,0.0663704872131348,2018-03-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17668,0.99342142254709,0.340642988681793,2018-06-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26344,0.999886135043838,0.175498753786087,2018-06-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10463,0.997140951110264,0.256791144609451,2018-06-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.0994693338871002,2018-06-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11938,0.99533099883275,0.169585466384888,2018-06-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,21924,0.991139240506329,0.0815088152885437,2018-06-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17734,0.997132414956424,0.347387820482254,2018-08-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.179530560970306,2018-08-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10475,0.998284570666158,0.270759791135788,2018-08-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.0914303138852119,2018-08-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11882,0.990661997665499,0.338879972696304,2018-08-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,21911,0.990551537070525,0.0438583418726921,2018-08-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17750,0.998032049479899,0.304241597652435,2018-09-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.151489689946175,2018-09-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10481,0.998856380444106,0.217235118150711,2018-09-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.0744114965200424,2018-09-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11928,0.994497248624312,0.0979612991213799,2018-09-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22074,0.997920433996383,0.0436592809855938,2018-09-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17736,0.997244869271858,0.408052772283554,2018-10-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.339785546064377,2018-10-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10471,0.997903364147527,0.318344861268997,2018-10-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.187172576785088,2018-10-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11940,0.995497748874437,0.186541587114334,2018-10-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22080,0.998191681735985,0.127171486616135,2018-10-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17770,0.999156592634242,0.276140481233597,2018-11-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.158024966716766,2018-11-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10479,0.99866577718479,0.224594220519066,2018-11-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.092657595872879,2018-11-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11954,0.99666499916625,0.120726473629475,2018-11-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22095,0.998869801084991,0.0462355762720108,2018-11-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17778,0.99960640989598,0.29690808057785,2018-12-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.182724624872208,2018-12-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10481,0.998856380444106,0.21063494682312,2018-12-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.101404830813408,2018-12-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11956,0.996831749207937,0.133380070328712,2018-12-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22098,0.999005424954792,0.0623221062123776,2018-12-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17773,0.999325274107394,0.276033639907837,2019-01-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26346,0.999962045014613,0.137732625007629,2019-01-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10484,0.999142285333079,0.21695651113987,2019-01-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.0789263248443604,2019-01-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11955,0.996748374187094,0.0896644443273544,2019-01-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22097,0.998960216998192,0.02985854819417,2019-01-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17771,0.999212819791959,0.317360758781433,2019-02-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.144113957881928,2019-02-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10483,0.999046983703421,0.258167058229446,2019-02-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.0840906277298927,2019-02-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11953,0.996581624145406,0.123390093445778,2019-02-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22096,0.998915009041591,0.050556655973196,2019-02-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17774,0.999381501265111,0.320490390062332,2019-03-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.154320001602173,2019-03-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10484,0.999142285333079,0.260293364524841,2019-03-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.0958338901400566,2019-03-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11962,0.997331999333,0.119472943246365,2019-03-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22099,0.999050632911392,0.0384636893868446,2019-03-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17775,0.999437728422828,0.286200940608978,2019-04-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.170535892248154,2019-04-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10483,0.999046983703421,0.254192233085632,2019-04-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.0859185010194778,2019-04-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11961,0.997248624312156,0.237215355038643,2019-04-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22095,0.998869801084991,0.104596145451069,2019-04-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17746,0.99780714084903,0.357383072376251,2019-05-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.180126398801804,2019-05-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10480,0.998761078814448,0.276728391647339,2019-05-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.101142227649689,2019-05-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11936,0.995164248791062,0.162722244858742,2019-05-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22086,0.998462929475588,0.0617976449429989,2019-05-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17762,0.998706775372505,0.376403510570526,2019-06-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26260,0.996697916271302,0.189061865210533,2019-06-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10485,0.999237586962737,0.352622091770172,2019-06-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.146310016512871,2019-06-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11934,0.994997498749375,0.266640365123749,2019-06-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22071,0.997784810126582,0.0857322514057159,2019-06-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17748,0.997919595164464,0.336435586214066,2019-07-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.159634858369827,2019-07-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10476,0.998379872295816,0.266284614801407,2019-07-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.0926898643374443,2019-07-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11939,0.995414373853593,0.134374812245369,2019-07-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22083,0.998327305605787,0.0428964383900166,2019-07-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17769,0.999100365476525,0.323020488023758,2019-08-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.164835274219513,2019-08-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10484,0.999142285333079,0.24972078204155,2019-08-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.090448722243309,2019-08-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11941,0.995581123895281,0.121260695159435,2019-08-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22068,0.997649186256781,0.048804271966219,2019-08-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17759,0.998538093899353,0.378846377134323,2019-09-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.174642592668533,2019-09-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10480,0.998761078814448,0.251571118831635,2019-09-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.0952951833605766,2019-09-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11934,0.994997498749375,0.112189367413521,2019-09-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22080,0.998191681735985,0.0472190603613854,2019-09-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17678,0.993983694124262,0.310416102409363,2019-10-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.286120772361755,2019-10-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10463,0.997140951110264,0.300799965858459,2019-10-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.19405697286129,2019-10-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11902,0.992329498082374,0.159044995903969,2019-10-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22071,0.997784810126582,0.0896228551864624,2019-10-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17771,0.999212819791959,0.306973069906235,2019-11-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.152740642428398,2019-11-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10483,0.999046983703421,0.230322554707527,2019-11-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.0882277488708496,2019-11-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11949,0.996248124062031,0.0935476273298264,2019-11-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22093,0.99877938517179,0.0370294339954853,2019-11-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17779,0.999662637053697,0.289982736110687,2019-12-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.13919585943222,2019-12-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10482,0.998951682073763,0.240057870745659,2019-12-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.0836735665798187,2019-12-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11954,0.99666499916625,0.0915304869413376,2019-12-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22101,0.999141048824593,0.0388462729752064,2019-12-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17777,0.999550182738263,0.304624855518341,2020-01-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.152830749750137,2020-01-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10483,0.999046983703421,0.243648573756218,2020-01-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.0813328847289085,2020-01-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11961,0.997248624312156,0.129774034023285,2020-01-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22100,0.999095840867993,0.0453519746661186,2020-01-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17774,0.999381501265111,0.340803265571594,2020-02-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.154952719807625,2020-02-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10481,0.998856380444106,0.276943683624268,2020-02-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.0977985486388206,2020-02-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11956,0.996831749207937,0.140790730714798,2020-02-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22097,0.998960216998192,0.0554779656231403,2020-02-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17781,0.999775091369131,0.349394530057907,2020-03-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26344,0.999886135043838,0.159269258379936,2020-03-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10484,0.999142285333079,0.29964342713356,2020-03-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.0998051315546036,2020-03-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11957,0.996915124228781,0.124548636376858,2020-03-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22100,0.999095840867993,0.0413831770420074,2020-03-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17763,0.998763002530222,0.316481411457062,2020-04-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.175895273685455,2020-04-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10482,0.998951682073763,0.289563715457916,2020-04-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.107985258102417,2020-04-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11945,0.995914623978656,0.117190182209015,2020-04-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22094,0.998824593128391,0.0484869666397572,2020-04-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17712,0.995895417486646,0.348565399646759,2020-05-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.174093559384346,2020-05-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10478,0.998570475555132,0.236780777573586,2020-05-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23420,0.999957303274839,0.080097995698452,2020-05-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11930,0.994663998666,0.181205749511719,2020-05-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22079,0.998146473779385,0.0616062246263027,2020-05-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17745,0.997750913691313,0.408581495285034,2020-06-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.144320607185364,2020-06-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10478,0.998570475555132,0.233333542943001,2020-06-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.115630954504013,2020-06-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11939,0.995414373853593,0.175156489014626,2020-06-01
BLZ.6_1,BLZ,Belize,Toledo,,,District,District,,BZ.TO,BZ-TOL,22120,22090,0.998643761301989,0.0489285551011562,2020-06-01
BLZ.1_1,BLZ,Belize,Belize,,,District,District,,BZ.BZ,BZ-BZ,17785,17761,0.998650548214788,0.306494325399399,2020-07-01
BLZ.2_1,BLZ,Belize,Cayo,,,District,District,,BZ.CY,BZ-CY,26347,26347,1,0.134720951318741,2020-07-01
BLZ.3_1,BLZ,Belize,Corozal,,,District,District,,BZ.CZ,BZ-CZL,10493,10476,0.998379872295816,0.205323055386543,2020-07-01
BLZ.4_1,BLZ,Belize,Orange Walk,,,District,District,,BZ.OW,BZ-OW,23421,23421,1,0.0707904100418091,2020-07-01
BLZ.5_1,BLZ,Belize,Stann Creek,,,District,District,,BZ.SC,BZ-SC,11994,11951,0.996414874103719,0.155996963381767,2020-07-01
